q(W/M2K),del.T,hexp,R-11,,den.l,den.v,den.diff,cp,meu,hfg,surf.tension,pgiven(Mpa),pcrtical,p_reduced,kmaterial,k_liquid,Ks/kl,dp,Pp,dp/Lp,,Re_Boiling,Bo,Re-K,,,,,,,,,,,
59200,14.98742343,3949.97848,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0003,0.003,0.1,,0.184963291,0.077091416,0.083002521,,,,,,,,,,,
49000,13.92001195,3520.11192,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0003,0.003,0.1,,0.153094616,0.077091416,0.077091042,,,,,,,,,,,
38300,12.15713916,3150.41224,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0003,0.003,0.1,,0.11966375,0.077091416,0.067327997,,,,,,,,,,,
27500,10.10517406,2721.37816,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0003,0.003,0.1,,0.085920447,0.077091416,0.055963917,,,,,,,,,,,
19500,7.578692508,2573.00319,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0003,0.003,0.1,,0.060925408,0.077091416,0.041971896,,,,,,,,,,,
15500,5.925001756,2616.03298,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0003,0.003,0.1,,0.048427889,0.077091416,0.032813518,,,,,,,,,,,
12200,4.764056862,2560.84265,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0003,0.003,0.1,,0.038117435,0.077091416,0.026384037,,,,,,,,,,,
9500,3.858565586,2462.05482,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0003,0.003,0.1,,0.029681609,0.077091416,0.021369295,,,,,,,,,,,
7600,3.616712463,2101.35588,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0003,0.003,0.1,,0.023745287,0.077091416,0.020029877,,,,,,,,,,,
5500,3.125774819,1759.56373,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0003,0.003,0.1,,0.017184089,0.077091416,0.017310994,,,,,,,,,,,
4500,2.854852124,1576.26378,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,8957951.424,0.004438626,398,0.082365,4832.149578,0.0003,0.003,0.1,,0.01405971,0.077091416,0.015810584,,,,,,,,,,,
121000,13.86164589,8729.12214,,,1459.5,6.2273,1453.2727,1021.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0001,0.00075,0.133333333,,0.176076372,0.00969883,0.084290225,26.7-R-123,,,,,,,,,,
109000,13.27057357,8213.66156,,,1459.5,6.2273,1453.2727,1022.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0001,0.00075,0.133333333,,0.158614253,0.00969883,0.080775001,,,,,,,,,,,
99500,12.77680799,7787.54757,,,1459.5,6.2273,1453.2727,1023.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0001,0.00075,0.133333333,,0.144790075,0.00969883,0.077845604,,,,,,,,,,,
90000,12.31304239,7309.32268,,,1459.5,6.2273,1453.2727,1024.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0001,0.00075,0.133333333,,0.130965897,0.00969883,0.07509329,,,,,,,,,,,
78400,11.69833915,6701.80604,,,1459.5,6.2273,1453.2727,1025.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0001,0.00075,0.133333333,,0.114085848,0.00969883,0.071414037,,,,,,,,,,,
69000,11.26366584,6125.89196,,,1459.5,6.2273,1453.2727,1026.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0001,0.00075,0.133333333,,0.100407188,0.00969883,0.068827555,,,,,,,,,,,
59200,10.79262345,5485.22797,,,1459.5,6.2273,1453.2727,1027.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0001,0.00075,0.133333333,,0.086146457,0.00969883,0.066013446,,,,,,,,,,,
50000,10.29613467,4856.19134,,,1459.5,6.2273,1453.2727,1028.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0001,0.00075,0.133333333,,0.072758832,0.00969883,0.063037934,,,,,,,,,,,
38500,9.640523701,3993.55898,,,1459.5,6.2273,1453.2727,1029.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0001,0.00075,0.133333333,,0.0560243,0.00969883,0.059081343,,,,,,,,,,,
29200,8.944942637,3264.41445,,,1459.5,6.2273,1453.2727,1030.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0001,0.00075,0.133333333,,0.042491158,0.00969883,0.054871756,,,,,,,,,,,
24400,8.478513721,2877.86289,,,1459.5,6.2273,1453.2727,1031.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0001,0.00075,0.133333333,,0.03550631,0.00969883,0.052060961,,,,,,,,,,,
20200,7.826638409,2580.92925,,,1459.5,6.2273,1453.2727,1032.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0001,0.00075,0.133333333,,0.029394568,0.00969883,0.048104806,,,,,,,,,,,
14600,6.56747131,2223.07785,,,1459.5,6.2273,1453.2727,1033.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0001,0.00075,0.133333333,,0.021245579,0.00969883,0.040404685,,,,,,,,,,,
11750,5.813341635,2021.21271,,,1459.5,6.2273,1453.2727,1034.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0001,0.00075,0.133333333,,0.017098325,0.00969883,0.035799694,,,,,,,,,,,
9750,5.211496255,1870.86386,,,1459.5,6.2273,1453.2727,1035.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0001,0.00075,0.133333333,,0.014187972,0.00969883,0.03212443,,,,,,,,,,,
7800,4.649197015,1677.70907,,,1459.5,6.2273,1453.2727,1036.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0001,0.00075,0.133333333,,0.011350378,0.00969883,0.028686005,,,,,,,,,,,
6050,3.965082293,1525.81953,,,1459.5,6.2273,1453.2727,1037.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0001,0.00075,0.133333333,,0.008803819,0.00969883,0.024488548,,,,,,,,,,,
4030,3.183418444,1265.93474,,,1459.5,6.2273,1453.2727,1038.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0001,0.00075,0.133333333,,0.005864362,0.00969883,0.0196799,,,,,,,,,,,
119000,15.84980049,7507.98094,,,1459.5,6.2273,1453.2727,1039.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0001,0.0015,0.066666667,,0.173166019,0.00969883,0.098077833,2,,,,,,,,,,
110000,15.38149625,7151.44991,,,1459.5,6.2273,1453.2727,1040.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0001,0.0015,0.066666667,,0.160069429,0.00969883,0.095271534,,,,,,,,,,,
101000,14.96319202,6749.89667,,,1459.5,6.2273,1453.2727,1041.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0001,0.0015,0.066666667,,0.14697284,0.00969883,0.092769653,,,,,,,,,,,
90000,14.2930424,6296.76996,,,1459.5,6.2273,1453.2727,1042.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0001,0.0015,0.066666667,,0.130965897,0.00969883,0.088699889,,,,,,,,,,,
79400,13.55926185,5855.77599,,,1459.5,6.2273,1453.2727,1043.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0001,0.0015,0.066666667,,0.115541024,0.00969883,0.084226887,,,,,,,,,,,
69600,13.04821944,5334.06112,,,1459.5,6.2273,1453.2727,1044.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0001,0.0015,0.066666667,,0.101280294,0.00969883,0.081130073,,,,,,,,,,,
59500,12.27990025,4845.31623,,,1459.5,6.2273,1453.2727,1045.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0001,0.0015,0.066666667,,0.08658301,0.00969883,0.076425971,,,,,,,,,,,
49600,11.42976558,4339.54657,,,1459.5,6.2273,1453.2727,1046.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0001,0.0015,0.066666667,,0.072176761,0.00969883,0.071203045,,,,,,,,,,,
38400,10.04143142,3824.15598,,,1459.5,6.2273,1453.2727,1047.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0001,0.0015,0.066666667,,0.055878783,0.00969883,0.06261402,,,,,,,,,,,
30300,8.574957597,3533.54517,,,1459.5,6.2273,1453.2727,1048.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0001,0.0015,0.066666667,,0.044091852,0.00969883,0.05352076,,,,,,,,,,,
19400,6.23390025,3112.01643,,,1459.5,6.2273,1453.2727,1049.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0001,0.0015,0.066666667,,0.028230427,0.00969883,0.038946108,,,,,,,,,,,
14900,5.044748135,2953.56668,,,1459.5,6.2273,1453.2727,1050.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0001,0.0015,0.066666667,,0.021682132,0.00969883,0.03154694,,,,,,,,,,,
11900,4.121980044,2886.96206,,,1459.5,6.2273,1453.2727,1051.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0001,0.0015,0.066666667,,0.017316602,0.00969883,0.025801014,,,,,,,,,,,
9500,3.413765591,2782.85071,,,1459.5,6.2273,1453.2727,1052.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0001,0.0015,0.066666667,,0.013824178,0.00969883,0.021388353,,,,,,,,,,,
7300,2.663735662,2740.51217,,,1459.5,6.2273,1453.2727,1053.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0001,0.0015,0.066666667,,0.010622789,0.00969883,0.016705025,,,,,,,,,,,
5900,2.196443888,2686.16013,,,1459.5,6.2273,1453.2727,1054.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0001,0.0015,0.066666667,,0.008585542,0.00969883,0.013787581,,,,,,,,,,,
4000,1.533690775,2608.08767,,,1459.5,6.2273,1453.2727,1055.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0001,0.0015,0.066666667,,0.005820707,0.00969883,0.009636456,,,,,,,,,,,
117000,14.91495512,7844.4755,,,1459.5,6.2273,1453.2727,1056.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0001,0.003,0.033333333,,0.170255666,0.00969883,0.093802125,3,,,,,,,,,,
109000,14.45757357,7539.30108,,,1459.5,6.2273,1453.2727,1057.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0001,0.003,0.033333333,,0.158614253,0.00969883,0.091011639,,,,,,,,,,,
99600,13.82290025,7205.43433,,,1459.5,6.2273,1453.2727,1058.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0001,0.003,0.033333333,,0.144935592,0.00969883,0.087098586,,,,,,,,,,,
89800,13.28185786,6761.10232,,,1459.5,6.2273,1453.2727,1059.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0001,0.003,0.033333333,,0.130674861,0.00969883,0.083768508,,,,,,,,,,,
79200,12.8880773,6145.21454,,,1459.5,6.2273,1453.2727,1060.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0001,0.003,0.033333333,,0.115249989,0.00969883,0.081361645,,,,,,,,,,,
68000,12.46974313,5453.19974,,,1459.5,6.2273,1453.2727,1061.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0001,0.003,0.033333333,,0.098952011,0.00969883,0.078794943,,,,,,,,,,,
60000,12.14236159,4941.37813,,,1459.5,6.2273,1453.2727,1062.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0001,0.003,0.033333333,,0.087310598,0.00969883,0.076798522,,,,,,,,,,,
48200,11.60947381,4151.78162,,,1459.5,6.2273,1453.2727,1063.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0001,0.003,0.033333333,,0.070139514,0.00969883,0.073497187,,,,,,,,,,,
37600,11.23569327,3346.47797,,,1459.5,6.2273,1453.2727,1064.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0001,0.003,0.033333333,,0.054714641,0.00969883,0.07119773,,,,,,,,,,,
29600,10.69831173,2766.79169,,,1459.5,6.2273,1453.2727,1065.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0001,0.003,0.033333333,,0.043073228,0.00969883,0.067856153,,,,,,,,,,,
19500,9.539992519,2044.02676,,,1459.5,6.2273,1453.2727,1066.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0001,0.003,0.033333333,,0.028375944,0.00969883,0.060566064,,,,,,,,,,,
16100,8.580855345,1876.26983,,,1459.5,6.2273,1453.2727,1067.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0001,0.003,0.033333333,,0.023428344,0.00969883,0.054527909,,,,,,,,,,,
12200,7.372256872,1654.85281,,,1459.5,6.2273,1453.2727,1068.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0001,0.003,0.033333333,,0.017753155,0.00969883,0.046891626,,,,,,,,,,,
10000,6.58222692,1519.24267,,,1459.5,6.2273,1453.2727,1069.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0001,0.003,0.033333333,,0.014551766,0.00969883,0.041905774,,,,,,,,,,,
8000,5.420381553,1475.91086,,,1459.5,6.2273,1453.2727,1070.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0001,0.003,0.033333333,,0.011641413,0.00969883,0.034541141,,,,,,,,,,,
5500,4.10307482,1340.45813,,,1459.5,6.2273,1453.2727,1071.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0001,0.003,0.033333333,,0.008003471,0.00969883,0.026171083,,,,,,,,,,,
4500,0.380633601,11822.39294,,,1459.5,6.2273,1453.2727,1072.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0002,0.00075,0.266666667,,0.01309659,0.03879532,0.002430102,4,,,,,,,,,,
109300,9.527850373,11471.63271,,,1459.5,6.2273,1453.2727,1073.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0002,0.00075,0.266666667,,0.318101611,0.03879532,0.060885924,,,,,,,,,,,
99200,8.819531171,11247.76341,,,1459.5,6.2273,1453.2727,1074.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0002,0.00075,0.266666667,,0.288707044,0.03879532,0.056412035,,,,,,,,,,,
90100,8.122134665,11093.14284,,,1459.5,6.2273,1453.2727,1075.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0002,0.00075,0.266666667,,0.262222829,0.03879532,0.051999644,,,,,,,,,,,
78400,7.278339149,10771.68821,,,1459.5,6.2273,1453.2727,1076.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0002,0.00075,0.266666667,,0.228171696,0.03879532,0.046640803,,,,,,,,,,,
68800,6.605481297,10415.59228,,,1459.5,6.2273,1453.2727,1077.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0002,0.00075,0.266666667,,0.200232304,0.03879532,0.042368332,,,,,,,,,,,
58600,5.838069828,10037.56408,,,1459.5,6.2273,1453.2727,1078.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0002,0.00075,0.266666667,,0.170546701,0.03879532,0.037480811,,,,,,,,,,,
48300,5.031566087,9599.39692,,,1459.5,6.2273,1453.2727,1079.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0002,0.00075,0.266666667,,0.140570063,0.03879532,0.032332948,,,,,,,,,,,
38000,4.235062343,8972.71325,,,1459.5,6.2273,1453.2727,1080.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0002,0.00075,0.266666667,,0.110593424,0.03879532,0.027239804,,,,,,,,,,,
29300,3.494034914,8385.72044,,,1459.5,6.2273,1453.2727,1081.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0002,0.00075,0.266666667,,0.085273351,0.03879532,0.022494331,,,,,,,,,,,
18700,2.450254363,7631.86071,,,1459.5,6.2273,1453.2727,1082.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0002,0.00075,0.266666667,,0.054423606,0.03879532,0.015789135,,,,,,,,,,,
14900,2.064748129,7216.37656,,,1459.5,6.2273,1453.2727,1083.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0002,0.00075,0.266666667,,0.043364264,0.03879532,0.013317269,,,,,,,,,,,
11500,1.675610974,6863.16823,,,1459.5,6.2273,1453.2727,1084.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0002,0.00075,0.266666667,,0.033469063,0.03879532,0.010817374,,,,,,,,,,,
9450,1.454219452,6498.33145,,,1459.5,6.2273,1453.2727,1085.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0002,0.00075,0.266666667,,0.027502838,0.03879532,0.009396775,,,,,,,,,,,
7600,1.241012469,6124.03194,,,1459.5,6.2273,1453.2727,1086.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0002,0.00075,0.266666667,,0.022118685,0.03879532,0.008026475,,,,,,,,,,,
5900,0.996443891,5921.05592,,,1459.5,6.2273,1453.2727,1087.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0002,0.00075,0.266666667,,0.017171084,0.03879532,0.006450613,,,,,,,,,,,
4050,0.783236908,5170.84928,,,1459.5,6.2273,1453.2727,1088.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0002,0.00075,0.266666667,,0.011786931,0.03879532,0.005075051,,,,,,,,,,,
2120,0.540756109,3920.43652,,,1459.5,6.2273,1453.2727,1089.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0002,0.00075,0.266666667,,0.006169949,0.03879532,0.003507094,,,,,,,,,,,
120000,14.71072319,8157.3148,,,1459.5,6.2273,1453.2727,1090.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0002,0.0015,0.133333333,,0.349242391,0.03879532,0.095494499,5,,,,,,,,,,
110700,14.28514214,7749.31036,,,1459.5,6.2273,1453.2727,1091.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0002,0.0015,0.133333333,,0.322176106,0.03879532,0.092816865,,,,,,,,,,,
101000,13.80319202,7317.14808,,,1459.5,6.2273,1453.2727,1092.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0002,0.0015,0.133333333,,0.293945679,0.03879532,0.089767575,,,,,,,,,,,
89900,13.19395012,6813.72896,,,1459.5,6.2273,1453.2727,1093.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0002,0.0015,0.133333333,,0.261640758,0.03879532,0.085883962,,,,,,,,,,,
79000,12.55289277,6293.3701,,,1459.5,6.2273,1453.2727,1094.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0002,0.0015,0.133333333,,0.229917908,0.03879532,0.08178581,,,,,,,,,,,
68000,11.97274315,5679.56726,,,1459.5,6.2273,1453.2727,1095.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0002,0.0015,0.133333333,,0.197904022,0.03879532,0.078077221,,,,,,,,,,,
57000,11.27259352,5056.51161,,,1459.5,6.2273,1453.2727,1096.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0002,0.0015,0.133333333,,0.165890136,0.03879532,0.073578463,,,,,,,,,,,
49000,10.74521196,4560.17063,,,1459.5,6.2273,1453.2727,1097.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0002,0.0015,0.133333333,,0.14260731,0.03879532,0.07020009,,,,,,,,,,,
39000,9.925985035,3929.08108,,,1459.5,6.2273,1453.2727,1098.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0002,0.0015,0.133333333,,0.113503777,0.03879532,0.064907033,,,,,,,,,,,
29800,8.769496271,3398.14273,,,1459.5,6.2273,1453.2727,1099.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0002,0.0015,0.133333333,,0.086728527,0.03879532,0.057396828,,,,,,,,,,,
20000,7.118453863,2809.59888,,,1459.5,6.2273,1453.2727,1100.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0002,0.0015,0.133333333,,0.058207065,0.03879532,0.046633033,,,,,,,,,,,
14700,5.796563591,2535.98529,,,1459.5,6.2273,1453.2727,1101.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0002,0.0015,0.133333333,,0.042782193,0.03879532,0.038007821,,,,,,,,,,,
12400,5.177441397,2395.00538,,,1459.5,6.2273,1453.2727,1102.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0002,0.0015,0.133333333,,0.03608838,0.03879532,0.033979078,,,,,,,,,,,
9400,4.234673324,2219.76981,,,1459.5,6.2273,1453.2727,1103.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0002,0.0015,0.133333333,,0.027357321,0.03879532,0.02781698,,,,,,,,,,,
8000,3.747381552,2134.82398,,,1459.5,6.2273,1453.2727,1104.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0002,0.0015,0.133333333,,0.023282826,0.03879532,0.024638331,,,,,,,,,,,
5900,2.926443897,2016.09879,,,1459.5,6.2273,1453.2727,1105.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0002,0.0015,0.133333333,,0.017171084,0.03879532,0.019258237,,,,,,,,,,,
4100,2.272783047,1803.95573,,,1459.5,6.2273,1453.2727,1106.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0002,0.0015,0.133333333,,0.011932448,0.03879532,0.014970176,,,,,,,,,,,
121800,14.22438404,8562.760936,,,1459.5,6.2273,1453.2727,1107.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0002,0.003,0.066666667,,0.354481027,0.03879532,0.093776635,6,,,,,,,,,,
108000,13.16965088,8200.67297,,,1459.5,6.2273,1453.2727,1108.7,0.000409,168020,0.014984,97263,3662000.064,0.026560076,398,0.075944,5240.703676,0.0002,0.003,0.066666667,,0.314318152,0.03879532,0.086901511,,,,,,,,,,,
